"route_or_url","source_file","locale","page_type","public_or_private","current_http_status","current_title","current_h1","canonical","hreflang_partner","in_sitemap","indexability","auth_required","current_role","proposed_action","proposed_target","reason","evidence","risk_level"
"https://www.enhe-tech.com.cn/en/software/codex-api","runtime sitemap","en","software_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/software/codex-api","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-skills/seo-geo-skill","runtime sitemap","zh","public_page","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-skills/seo-geo-skill","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-skills/seo-geo-skill","runtime sitemap","en","public_page","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-skills/seo-geo-skill","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/software/zfb-transfer-link-qr-code-generator","runtime sitemap","zh","software_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/software/zfb-transfer-link-qr-code-generator","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/software/zfb-transfer-link-qr-code-generator","runtime sitemap","en","software_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/software/zfb-transfer-link-qr-code-generator","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/skill-learning/high-frequency-ai-prompts-for-work-learning-and-teaching","runtime sitemap","zh","skill_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/skill-learning/high-frequency-ai-prompts-for-work-learning-and-teaching","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/skill-learning/high-frequency-ai-prompts-for-work-learning-and-teaching","runtime sitemap","en","skill_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/skill-learning/high-frequency-ai-prompts-for-work-learning-and-teaching","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-skills/a-skill","runtime sitemap","zh","public_page","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-skills/a-skill","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-skills/a-skill","runtime sitemap","en","public_page","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-skills/a-skill","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/software/local-ai-voice-generator-for-voiceover-materials","runtime sitemap","zh","software_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/software/local-ai-voice-generator-for-voiceover-materials","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/software/local-ai-voice-generator-for-voiceover-materials","runtime sitemap","en","software_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/software/local-ai-voice-generator-for-voiceover-materials","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/account-services/chatgpt-codex-dalle","runtime sitemap","zh","account_service_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/account-services/chatgpt-codex-dalle","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/account-services/chatgpt-codex-dalle","runtime sitemap","en","account_service_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/account-services/chatgpt-codex-dalle","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/software/no-code-chat-screenshot-maker","runtime sitemap","zh","software_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/software/no-code-chat-screenshot-maker","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/software/no-code-chat-screenshot-maker","runtime sitemap","en","software_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/software/no-code-chat-screenshot-maker","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/account-services/chatgpt-plus-100","runtime sitemap","zh","account_service_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/account-services/chatgpt-plus-100","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/account-services/chatgpt-plus-100","runtime sitemap","en","account_service_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/account-services/chatgpt-plus-100","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/google-gemini-api-managed-agents-3-6-flash-hooks","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/google-gemini-api-managed-agents-3-6-flash-hooks","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/google-gemini-api-managed-agents-3-6-flash-hooks","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/google-gemini-api-managed-agents-3-6-flash-hooks","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/ai-news-and-trend-insights-from-information-to-action","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/ai-news-and-trend-insights-from-information-to-action","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/ai-news-and-trend-insights-from-information-to-action","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/ai-news-and-trend-insights-from-information-to-action","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/cisa-ai-ai-2","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/cisa-ai-ai-2","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/cisa-ai-ai-2","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/cisa-ai-ai-2","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/agentic-ai","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/agentic-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/openai-workspace-agents-chatgpt-ai","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/openai-workspace-agents-chatgpt-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/ai-task-scheduling","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/ai-task-scheduling","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/ai-task-scheduling","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/ai-task-scheduling","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/github-mcp-ai","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/github-mcp-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/github-mcp-ai","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/github-mcp-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/beijing-baai-conference-pushes-ai-agents-further-into-real-world-deployment","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/beijing-baai-conference-pushes-ai-agents-further-into-real-world-deployment","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/beijing-baai-conference-pushes-ai-agents-further-into-real-world-deployment","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/beijing-baai-conference-pushes-ai-agents-further-into-real-world-deployment","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/cloudflare-webmcp-ai","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/cloudflare-webmcp-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/cloudflare-webmcp-ai","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/cloudflare-webmcp-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/meta-business-agent-whatsapp-ai","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/meta-business-agent-whatsapp-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/meta-business-agent-whatsapp-ai","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/meta-business-agent-whatsapp-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/github-copilot-ai","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/github-copilot-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/github-copilot-ai","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/github-copilot-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/tencent-cloud-efficiency-agent-tools","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/tencent-cloud-efficiency-agent-tools","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/tencent-cloud-efficiency-agent-tools","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/tencent-cloud-efficiency-agent-tools","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/ibm-power-autonomous-operations-ai-2","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/ibm-power-autonomous-operations-ai-2","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/ibm-power-autonomous-operations-ai-2","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/ibm-power-autonomous-operations-ai-2","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/adobe-creative-agent-ai","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/adobe-creative-agent-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/adobe-creative-agent-ai","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/adobe-creative-agent-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/github-copilot-ai-credits-ai","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/github-copilot-ai-credits-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/github-copilot-ai-credits-ai","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/github-copilot-ai-credits-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/github-agent-finder-ai","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/github-agent-finder-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/github-agent-finder-ai","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/github-agent-finder-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/cli-ai-agent","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/cli-ai-agent","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/cli-ai-agent","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/cli-ai-agent","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/google-deepmind-ai","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/google-deepmind-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/google-deepmind-ai","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/google-deepmind-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/google-a2a-ai","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/google-a2a-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/google-a2a-ai","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/google-a2a-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/it-6","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/it-6","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/it-6","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/it-6","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/agentic-infra-ai","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/agentic-infra-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/agentic-infra-ai","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/agentic-infra-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/aws-bedrock-agentcore","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/aws-bedrock-agentcore","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/aws-bedrock-agentcore","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/aws-bedrock-agentcore","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/databricks-genie-one-ai","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/databricks-genie-one-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/databricks-genie-one-ai","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/databricks-genie-one-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/openai-chatgpt-enterprise-ai","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/openai-chatgpt-enterprise-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/openai-chatgpt-enterprise-ai","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/openai-chatgpt-enterprise-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/ibm-power-autonomous-operations-ai","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/ibm-power-autonomous-operations-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/ibm-power-autonomous-operations-ai","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/ibm-power-autonomous-operations-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/paddleocr-3-7-0-ai","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/paddleocr-3-7-0-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/paddleocr-3-7-0-ai","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/paddleocr-3-7-0-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/github-mcp-mcp","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/github-mcp-mcp","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/github-mcp-mcp","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/github-mcp-mcp","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/deepmind-ai","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/deepmind-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/deepmind-ai","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/deepmind-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/qwen-code-agent-team","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/qwen-code-agent-team","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/qwen-code-agent-team","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/qwen-code-agent-team","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/cloudflare-agent-readiness-aeo-ai","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/cloudflare-agent-readiness-aeo-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/cloudflare-agent-readiness-aeo-ai","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/cloudflare-agent-readiness-aeo-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/agentscope-java-2-0-ai","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/agentscope-java-2-0-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/agentscope-java-2-0-ai","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/agentscope-java-2-0-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/jetbrains-junie-beta-ai","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/jetbrains-junie-beta-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/jetbrains-junie-beta-ai","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/jetbrains-junie-beta-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/github-mcp-server-initialize-6","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/github-mcp-server-initialize-6","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/github-mcp-server-initialize-6","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/github-mcp-server-initialize-6","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/claude-code-artifacts-ai","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/claude-code-artifacts-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/claude-code-artifacts-ai","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/claude-code-artifacts-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/google-cloud-dict-ai","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/google-cloud-dict-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/en/ai-news/google-cloud-dict-ai","runtime sitemap","en","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/en/ai-news/google-cloud-dict-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
"https://www.enhe-tech.com.cn/ai-news/skill-ai","runtime sitemap","zh","news_detail","public","unknown","unknown","unknown","unknown","runtime alternates; inspect per URL","yes","indexable if 200+self-canonical","no","public","keep_and_upgrade","/ai-news/skill-ai","public content family","sitemap.xml fetched 2026-08-10","P2"
